Date,Close,Log_Return,Target_Bullish_6M,Target_Short_Alert_1M,Target_Short_Alert_3M,Saturn_Lon,Neptune_Lon,Saturn_Speed,Neptune_Speed,Saturn_Retro,Neptune_Retro,Saturn_Neptune_Angle,is_hard_aspect,aspect_intensity,is_applying,Mars_Lon,Mars_Speed,Mars_Retro,Mars_Decl,Mars_OOB,Mars_Volatility_Score,Global_Stability_Index,Havoc_Velocity,Havoc_Alert_Level,OOB_Count,True_Node_Lon,Venus_Uranus_Angle,Flash_Crash_Probability,is_hard_flash,is_uranus_stationary,Jupiter_Speed,Jupiter_Retro,Jupiter_Lon,Uranus_Speed,Uranus_Retro,Uranus_Lon,Pluto_Speed,Pluto_Retro,Pluto_Lon,retrograde_count
2010-12-01,6134.5,0.0453182936055901,0,1,1,194.60769502095923,326.08091974738835,0.08785070170207716,0.013676654378731008,0,0,131.47322472642912,0,0.0,1,265.1092925341479,0.7503454899664841,0,-24.162757102882072,True,3.8319694006109444,807.3341706311757,-0.35383810374673885,0,0,272.94303427153466,136.72629332715096,0.9,1,1,0.04359668538768555,0,353.7752646985782,-0.003974876404938037,1,356.6811305048973,0.033288059401355076,0,274.2550503508665,1
2011-01-01,5505.89990234375,-0.1081083484353569,0,1,0,196.6823362698307,326.74864928221075,0.043491345833348294,0.028571988442884826,0,0,130.06631301238005,0,0.0,1,288.75887614699184,0.7741641099982204,0,-23.108050279954515,False,5.0,803.6888901784112,0.10648901598892735,0,0,272.7702792747102,92.20066358498553,0.5,1,0,0.13530084776915668,0,356.61887648220454,0.022324506181819716,0,356.96966349323424,0.03596967444592144,0,275.34908583980604,0
2011-02-01,5333.25,-0.0318594183641436,0,0,0,197.19165535838644,327.7831497735133,-0.011173431708099466,0.03692162945941049,1,0,130.59149441512685,0,0.0,0,312.9945653324398,0.7877861816902866,0,-17.945426882448725,False,0.0,821.8683784778632,0.8526280203436727,0,0,272.30195162414054,91.11916369685053,0.5,1,0,0.19729632923814572,0,1.8521921545153208,0.04368978835048328,0,358.01272638109054,0.030566507683401953,0,276.39961073441674,1
2011-03-01,5833.75,0.0896992098322882,0,0,1,196.2291729193098,328.8393494977192,-0.055246447136934114,0.037414419781332184,1,0,132.61017657840938,0,0.0,0,335.0976740326205,0.7895950361801132,0,-10.626797632383965,False,0.0,851.1485450735804,1.2019809611952041,1,0,270.30248543408146,46.5730014883967,0.4,1,0,0.2289644972706085,0,7.867977495638629,0.05480832317244025,0,359.41183573131804,0.01980958880288563,0,277.1151723471855,1
2011-04-01,5749.5,-0.0145471237753058,0,1,1,194.07468265298266,329.9083129204243,-0.07774066062011657,0.030311797588078178,1,0,135.83363026744163,0,0.0,1,359.4524530048404,0.7800004456385597,0,-1.0744776039359099,False,4.7262265024201895,889.6370631550556,0.7431913870966582,0,0,266.7855995202876,0.6986045734939743,0.5,1,0,0.241815833203416,0,15.219120939852873,0.0564556243950976,0,1.1655573452520855,0.004102116526497346,0,277.4914640545944,1
2011-05-01,5473.10009765625,-0.0492676931540648,0,0,1,191.88083203110574,330.63704207573187,-0.06285128065148424,0.017461922572061295,1,0,138.75621004462613,0,0.0,1,22.584418757995962,0.7610347151936135,0,8.119898245501837,False,0.0,911.8145681878389,0.7152069962428413,0,0,264.2191375461388,44.97932707467864,0.4,1,0,0.23524320370918206,0,22.418572416913225,0.04775425907047647,0,2.752754098793646,-0.010993010168428921,1,277.3832103906818,2
2011-06-01,5647.39990234375,0.0313500436085064,0,1,1,190.55813446104142,330.92647858692465,-0.019472785902359176,0.0009806664016631472,1,0,140.36834412588323,0,0.0,1,45.77618817045146,0.7346167358376403,0,16.159033580735453,False,0.0,931.8492276251309,0.5649139954712155,0,0,263.4144588048886,46.16570398512157,0.4,1,1,0.2093826056764182,0,29.360638520494398,0.02985758568328019,0,3.975461946448699,-0.022116653913384347,1,276.8533521933362,2
2011-07-01,5482.0,-0.0297252470804298,0,1,1,190.72388003367456,330.71933310264916,0.030387988014893116,-0.01429084687721515,0,1,139.9954530689746,0,0.0,0,67.3757244129356,0.7052345981677454,0,21.458307371318725,False,0.0,945.3989247642078,0.3351839395245406,0,0,263.4626048820606,89.5042552803703,1.0,1,1,0.16343756024464628,0,35.007418502847685,0.006929150748941441,0,4.535101605298602,-0.025421009484760504,1,276.1191776923679,2
2011-08-01,5001.0,-0.0918321054438274,1,0,1,192.3880293530162,330.0917750041042,0.07509356522783546,-0.024999180762580554,0,1,137.70374565108798,0,0.0,0,88.73124849294618,0.6723563864368645,0,23.73019065099222,True,6.548436369709634,951.1939277393842,0.04081913358925249,0,0,262.5085753287577,120.40894355590787,0.4,1,1,0.09026016935914864,0,39.010688452471925,-0.017439681939261414,1,4.3655834507212,-0.020136861841885605,1,275.39127868048485,3
2011-09-01,4943.25,-0.0116148828179647,1,0,1,195.23556952672521,329.2624505811004,0.10609827534320711,-0.02691641213994812,0,1,134.02688105437517,0,0.0,1,109.02395765609738,0.6360624059046055,0,22.78536835584108,False,0.0,947.3764462438667,-0.2766495912103437,0,0,259.8550605360817,178.76699892069124,0.5,1,0,-0.007076290222966848,1,40.34792892624844,-0.03529285806792884,1,3.5226567567205604,-0.0076510659782031715,1,274.9467930343105,4
2011-10-01,5326.60009765625,0.074690144662033,0,1,1,198.6771155299775,328.54477262479054,0.12081278479850856,-0.019497892865810048,0,1,129.86765709481304,0,0.0,1,127.4944583138776,0.5933559549391855,0,19.48595654416281,False,0.0,934.8505430143006,-0.5325900549878497,0,0,256.80535705031656,135.08072725479806,0.4,1,0,-0.09939966233153186,1,38.688996977261425,-0.039937879260653245,1,2.357840554292573,0.007715958800291037,0,274.9444504944262,3
2011-11-01,4832.0498046875,-0.0974423864399545,1,1,0,202.43895880508296,328.15636161109285,0.1189878437380934,-0.004626616796957119,0,1,125.71740280600989,0,0.0,1,144.9899301430137,0.5306255824885382,0,14.717706338914708,False,0.0,916.4136709474176,-0.6129013757749817,0,0,254.8565626476898,92.00680047696369,1.0,1,1,-0.13516037478248613,1,34.82106781612215,-0.029250099822195372,1,1.2461183498815633,0.022611423915026973,0,275.421391887212,3
2011-12-01,4624.2998046875,-0.0439458019187378,1,0,0,205.764814555666,328.27174295164997,0.09980706719613647,0.01234862944980418,0,0,122.50692839598398,0,0.0,1,159.5495727956877,0.4302153489453776,0,10.022294615263789,False,0.0,900.061351988851,-0.4464249566710805,1,0,254.30728674390403,84.50479112589466,0.4,0,1,-0.08115122812487295,1,31.383211635224598,-0.007492573798401533,1,0.6751210529613823,0.032526338400499934,0,276.2628421380945,2
2012-01-01,5199.25,0.1171894184937508,1,0,0,208.32061064905176,328.90256592922987,0.06213560863851998,0.027559060051735647,0,0,120.58195528017811,0,0.0,1,170.23323663636796,0.2374487415252009,0,6.585030504229577,False,1.1166183181839813,891.2619125353526,-0.11786744019718753,1,0,253.9702906132475,46.416747190567776,0.9,1,1,0.0228980745237586,0,30.439979686323944,0.01889559781961494,0,0.852918862688046,0.035702819967189194,0,277.3413316322839,0
2012-02-01,5385.2001953125,0.0351401019754325,0,0,1,209.4751555016022,329.915686653923,0.010742503323026897,0.03653389974920619,0,0,120.4405311523208,0,0.0,0,172.63322010517618,-0.10939813203086421,1,6.450729819548743,False,3.3166100525880893,893.2693209469544,0.2315750686047977,0,0,252.43433973691975,2.947556145453518,0.5,1,0,0.1188208572756074,0,32.700270479379164,0.04128734875617562,0,1.8042178261998905,0.030937576975211326,0,278.39467233049965,0
2012-03-01,5295.5498046875,-0.0167876780376583,1,0,1,209.05591355549524,331.007314301862,-0.03851449922711897,0.03755227770454444,1,0,121.95140074636674,0,0.0,0,164.58028055801137,-0.3927183327734843,1,9.942695744574989,False,2.0,904.2483455726906,0.5038938911541209,0,0,249.48601583918833,43.78672844655365,0.4,1,0,0.18163448655370365,0,37.121131139441026,0.05398270663339775,0,3.2073752942298226,0.020210113973059936,0,279.1484200918304,1
2012-04-01,5248.14990234375,-0.0089911934110206,1,1,1,207.25606585488313,332.08627358417175,-0.07267427840545776,0.030820514134921553,1,0,124.83020772928862,0,0.0,0,154.69890763252664,-0.1624626099397934,1,12.849246352000533,False,2.0,923.1584928954428,0.6888874741061954,0,0,246.65290316211198,0.0,0.0,0,0,0.22064052069317092,0,43.42304207339915,0.05680276149584939,0,4.953352052887151,0.004744718765043898,0,279.54108182368185,1
2012-05-01,4924.25,-0.0637036361789797,1,0,0,204.9963347395833,332.8339874524199,-0.07190122513185332,0.01818519382528274,1,0,127.83765271283659,0,0.0,0,155.4012449077502,0.1895501087690394,0,11.444775596364574,False,1.0,944.8821919276505,0.735255591819282,0,0,245.28768928148412,0.0,0.0,0,0,0.23606101552287154,0,50.32282826942079,0.049128679090296265,0,6.567103375937769,-0.010346855979148506,1,279.45250094194995,2
2012-06-01,5278.89990234375,0.0695457454174103,1,0,0,203.22524130480346,333.1483339831672,-0.037927226675925775,0.001779085143399879,1,0,129.92309267836376,0,0.0,0,164.9412633717253,0.40412136850201347,0,6.936366928489975,False,0.0,966.6480357590317,0.6515809511030284,0,0,245.07588397909487,60.47357469356156,0.4,0,1,0.232968730028434,0,57.64179951011941,0.032094632402561184,0,7.847906092202853,-0.021664871203813087,1,278.9404464180029,2
2012-07-01,5229.0,-0.0094976689750836,1,0,0,202.79515259993153,332.9645468500278,0.010280301270476471,-0.01358584994589689,0,1,130.16939425009625,0,0.0,1,178.94308036808508,0.5198026890963531,0,0.7987413424504243,False,4.471540184042539,983.682547965012,0.47732808061277865,0,0,244.72843302998777,59.28556253805672,0.4,0,1,0.2123024841856128,0,64.36774831760191,0.009630547969011938,0,8.483792718813818,-0.02528350245220366,1,278.2151144539782,2
