,Sun_Deg_Sin,Sun_Deg_Cos,Moon_Deg_Sin,Moon_Deg_Cos,Merc_Deg_Sin,Merc_Deg_Cos,Mars_Deg_Sin,Mars_Deg_Cos,Saturn_Deg_Sin,Saturn_Deg_Cos,Ketu_Deg_Sin,Ketu_Deg_Cos,Merc_Speed,Mars_Speed,Is_Merc_Retro,Is_Mars_Retro,Moon_Decl,Moon_Phase_Sin,Moon_Phase_Cos,Silver_SMI,Nakshatra,Tithi,Target_Sniper,Daily_Return
Ketu_Deg_Cos,-0.0011944676465182908,0.00530439929262193,-0.002349358396767396,0.0011609831404121008,-0.0010075180660529322,0.004986643352364925,-0.008779690256538707,-0.01057661595645288,0.028367957839264744,-0.03785503208684278,0.0029873289271146694,1.0,0.0014300650585613707,-0.0063437111947518224,-0.0010415169854361562,0.004161974017621965,-0.0018580717083016374,-7.418223608923463e-05,-0.0005689574907127876,0.0018632372707804291,0.000728154324030262,0.0005994366958863812,0.05380441802790003,0.004450481512544308
Merc_Speed,0.04747566252003753,0.04874216375465451,0.0003383432243181202,-0.00021400020122263745,0.050022801768091575,0.05076709255809264,0.018231003855173778,0.01637892613589756,0.0035619704425851402,0.0013463940044242272,3.926480856173233e-05,0.0014300650585613707,1.0,0.013669727383864074,-0.838229543235092,-0.05502298456360193,0.00012981611881963316,-0.00033733557709692984,0.00012243115625327922,0.03612503487282031,-0.0004421446168830989,0.000507277754771593,-0.0018901656284696802,-0.0003879135256172921
Mars_Speed,0.042576465303860875,-0.037323025992297386,0.0007439430434597069,0.0007504163408037369,0.043666536036924324,-0.0351958458875275,-0.18725595720676805,0.14625467161526426,-0.013840389709427156,0.01561067514183718,-0.0026775522253812095,-0.0063437111947518224,0.013669727383864074,1.0,-0.00867056767851926,-0.8271191739946832,0.0010888323510396863,0.0018222418790476947,0.001062796959245474,-0.024352366749703848,-0.00041202393200907487,-0.0015187163470955915,0.0025193885722187455,-0.0034789991261188844
Is_Merc_Retro,0.006096156700950824,-0.00044994370366644386,-0.0002314691059415533,2.4494355582611237e-05,0.022890776319287043,0.01189888011418013,0.0013640287740711455,-0.0006552536733335704,-0.0001584973970925344,0.0009233695025797573,-0.00046397546565020865,-0.0010415169854361562,-0.838229543235092,-0.00867056767851926,1.0,0.03347321012210307,-0.0001542653107207519,0.0014513754852910838,0.00041351851863923717,0.008247198251469655,0.001651874322913574,-0.0009167331306911263,0.005228260807222964,-0.0005449592770519334
Is_Mars_Retro,-0.07766146821745912,0.05733391239744319,0.0022359951749410627,0.0014647014477338904,-0.08475728450660781,0.053898469318659055,0.05482515116723465,-0.04581250010935587,0.008919312298156597,-0.01262268585774437,0.00152550292329548,0.004161974017621965,-0.05502298456360193,-0.8271191739946832,0.03347321012210307,1.0,0.0030247058228260303,0.018239302537546086,-0.013021451838591385,0.03968091395560277,3.0359225252259853e-06,-0.015604281504040963,-0.005691710943292642,0.003380588565549141
Moon_Decl,0.0003613040667598812,4.2777618306508695e-05,0.9007695140450442,0.3812186359864648,0.00035883350818975116,3.356617144660421e-05,0.0005099451016911667,0.0010258150881736945,-0.0014269600596266059,0.001163430361278616,-0.000399576862266962,-0.0018580717083016374,0.00012981611881963316,0.0010888323510396863,-0.0001542653107207519,0.0030247058228260303,1.0,-0.003808925668978761,0.016200117829892762,0.6373300486458061,-0.7023058226646958,0.002325937737075687,0.008622208725664413,-0.0012235216021313255
Moon_Phase_Sin,-4.190306682754795e-05,0.0003057090785826239,0.0032614182891413184,-0.016320345563849682,-5.969140581840356e-05,0.0004190432228757707,-0.00044286907630891386,2.879543134845947e-05,-0.00015086564353945033,-3.7006126754774216e-05,-0.00025470641661976104,-7.418223608923463e-05,-0.00033733557709692984,0.0018222418790476947,0.0014513754852910838,0.018239302537546086,-0.003808925668978761,1.0,-8.333375144358974e-05,0.002603424526809938,-0.003027339921266759,-0.7822012720607314,0.00515911727104115,0.00014208281879376724
Moon_Phase_Cos,0.00039131010535102165,0.0007893446139489161,0.01655414075329836,0.003136198608477532,0.00027800467379457774,0.0008599978657796754,0.0013398503381178814,0.0010206216899217029,-0.0002790777712852069,0.000540521718802486,-3.55557384047363e-05,-0.0005689574907127876,0.00012243115625327922,0.001062796959245474,0.00041351851863923717,-0.013021451838591385,0.016200117829892762,-8.333375144358974e-05,1.0,0.012319358940287265,-0.012368665134661392,0.00028386661270698977,0.0001222834399517887,-0.00016025989535335718
Silver_SMI,-0.0011606243477477593,0.6791461494604123,0.7073495709935006,0.0004230445376103341,-0.0018887811126112265,0.7067002473182952,-0.0033774314313442947,0.23461387193422115,0.001494964538633331,0.033988014715595836,-4.735655626690464e-05,0.0018632372707804291,0.03612503487282031,-0.024352366749703848,0.008247198251469655,0.03968091395560277,0.6373300486458061,0.002603424526809938,0.012319358940287265,1.0,-0.5512754766211705,-0.0022194951243524356,0.005496538675660374,-0.0011279022617066098
Nakshatra,0.0003484304644574128,0.0007060154493104089,-0.7802014117933571,-0.0008033174043737969,0.00033680600284047166,0.0010284670403864285,-0.0012911651457102962,-0.0007110866969544422,0.0014339651486159133,-0.000562812891289539,0.000592555434271257,0.000728154324030262,-0.0004421446168830989,-0.00041202393200907487,0.001651874322913574,3.0359225252259853e-06,-0.7023058226646958,-0.003027339921266759,-0.012368665134661392,-0.5512754766211705,1.0,0.0028906278895924095,0.0022782579247186477,0.0011212326821793668
Tithi,-0.0009067800120047578,0.00024576743973521887,-0.003519391956962176,0.013270198450293449,-0.000725070633274909,0.0003825281583161851,-0.0003576770552687775,0.0005446004638203854,0.0005582589024989966,-0.0011756918961840109,7.6104319338042685e-06,0.0005994366958863812,0.000507277754771593,-0.0015187163470955915,-0.0009167331306911263,-0.015604281504040963,0.002325937737075687,-0.7822012720607314,0.00028386661270698977,-0.0022194951243524356,0.0028906278895924095,1.0,-0.007356410685841107,0.001975859775557736
Target_Sniper,0.004768451168025168,0.0014813522372655527,0.005833367666645377,0.0048386883048672,0.004278928890272531,0.0019376305957957388,8.699993131035242e-05,-0.014251636293783615,-0.161039963297006,-0.05635032136321965,-0.03823757500376536,0.05380441802790003,-0.0018901656284696802,0.0025193885722187455,0.005228260807222964,-0.005691710943292642,0.008622208725664413,0.00515911727104115,0.0001222834399517887,0.005496538675660374,0.0022782579247186477,-0.007356410685841107,1.0,0.3103192681867382
Daily_Return,-0.0025386759724085268,-0.0005368541572998633,-0.0011898908853376418,-0.0006551466908197324,-0.002457810639095503,-0.00040467471781629685,-0.00040842982982995315,-0.0033954968434966293,-0.022280885850607047,-0.004148702798252503,-0.007420427728250279,0.004450481512544308,-0.0003879135256172921,-0.0034789991261188844,-0.0005449592770519334,0.003380588565549141,-0.0012235216021313255,0.00014208281879376724,-0.00016025989535335718,-0.0011279022617066098,0.0011212326821793668,0.001975859775557736,0.3103192681867382,1.0
